eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
912458,,1920,3,17,18,37,5.0,,95.56,1.587,,,,15.0,,6.24,,MW
912486,,1920,5,7,21,31,16.0,,156.406,-9.365,,,,15.0,,6.98,,MW
912496,,1920,5,19,3,10,53.0,,119.305,2.511,,,,35.0,,6.26,,MW
912525,,1920,6,9,11,30,39.0,,129.637,-4.885,,,,15.0,,6.96,,MW
912549,,1920,7,2,21,36,47.0,,130.046,-4.367,,,,15.0,,6.39,,MW
912686,,1920,12,13,3,43,4.0,,154.52,-9.074,,,,15.0,,6.45,,MW
912141,,1921,1,7,2,51,28.0,,140.13,-51.349,,,,10.0,,6.35,,MW
912166,,1921,2,19,14,33,48.0,,133.85,-0.853,,,,15.0,,6.35,,MW
912167,,1921,2,19,18,14,43.0,,139.103,-2.077,,,,25.0,,6.75,,MW
912175,,1921,3,3,8,20,17.0,,102.994,-6.464,,,,15.0,,6.49,,MW
912187,,1921,3,23,22,44,14.0,,129.905,-5.771,,,,15.0,,6.51,,MW
912197,,1921,4,1,4,6,44.0,,98.164,1.795,,,,35.0,,6.71,,MW
912198,,1921,4,1,12,0,43.0,,164.797,-11.656,,,,35.0,,6.47,,MW
912221,,1921,5,12,3,40,22.0,,154.11,-5.791,,,,35.0,,6.4,,MW
912226,,1921,5,14,11,17,55.0,,118.938,0.677,,,,35.0,,6.52,,MW
912309,,1921,9,11,4,1,45.0,,110.653,-10.046,,,,15.0,,7.58,,MW
912337,,1921,10,10,2,6,8.0,,138.69,-3.048,,,,35.0,,6.76,,MW
911802,,1922,1,19,21,58,58.0,,143.53,-7.111,,,,15.0,,6.94,,MW
911855,,1922,4,5,9,59,33.0,,137.403,-1.388,,,,25.0,,6.89,,MW
911860,,1922,4,8,3,32,58.0,,102.26,-5.32,,,,30.0,,6.16,,MW
911893,,1922,5,9,13,50,30.0,,118.683,-9.272,,,,35.0,,6.98,,MW
912010,,1922,9,11,14,44,23.0,,122.921,-0.336,,,,35.0,,6.43,,MW
911324,,1923,3,28,4,28,30.0,,124.019,-8.376,,,,35.0,,6.57,,MW
911334,,1923,4,19,3,9,13.0,,117.432,2.536,,,,35.0,,6.81,,MW
911366,,1923,5,12,1,20,9.0,,105.265,-6.904,,,,25.0,,6.45,,MW
911641,,1923,9,16,16,34,47.0,,139.054,-2.481,,,,35.0,,6.51,,MW
911676,,1923,10,7,3,29,38.0,,129.554,-1.211,,,,15.0,,7.41,,MW
911692,,1923,10,15,7,32,9.0,,119.62,-9.941,,,,15.0,,6.34,,MW
911715,,1923,11,4,0,4,33.0,,152.852,-4.564,,,,35.0,,6.97,,MW
911718,,1923,11,4,20,3,4.0,,155.051,-4.891,,,,15.0,,6.06,,MW
911766,,1923,12,5,22,35,10.0,,121.004,-1.401,,,,35.0,,6.56,,MW
910833,,1924,2,13,22,50,18.0,,121.254,-3.065,,,,35.0,,6.59,,MW
910909,,1924,4,13,13,48,5.0,,117.51,0.701,,,,35.0,,6.2,,MW
910934,,1924,5,3,11,19,37.0,,126.604,0.31,,,,35.0,,5.85,,MW
910958,,1924,5,17,5,16,7.0,,132.914,-2.394,,,,15.0,,6.44,,MW
910967,,1924,5,24,2,15,56.0,,146.018,-3.36,,,,15.0,,6.23,,MW
911021,,1924,7,8,20,43,21.0,,157.683,-5.513,,,,15.0,,5.92,,MW
911040,,1924,7,24,4,55,19.0,,159.224,-49.382,,,,15.0,,7.14,,MW
911225,,1924,12,12,23,44,51.0,,110.336,-11.754,,,,15.0,,6.45,,MW
910407,,1925,3,15,15,41,28.0,,119.65,-11.002,,,,15.0,,6.1,,MW
910424,,1925,3,22,14,5,38.0,,138.398,-2.194,,,,15.0,,6.01,,MW
910459,,1925,4,22,23,10,42.0,,128.752,-1.002,,,,15.0,,6.16,,MW
910473,,1925,5,3,17,21,46.0,,126.303,1.223,,,,15.0,,7.13,,MW
910532,,1925,6,9,13,40,22.0,,143.515,-4.121,,,,25.0,,7.04,,MW
910535,,1925,6,11,15,56,52.0,,140.344,-3.082,,,,35.0,,6.0,,MW
910612,,1925,7,17,21,8,1.0,,136.911,-2.93,,,,35.0,,6.16,,MW
910692,,1925,9,25,8,45,17.0,,102.646,-6.917,,,,15.0,,6.06,,MW
910715,,1925,10,18,8,26,1.0,,126.408,4.8,,,,35.0,,5.97,,MW
910720,,1925,10,22,17,1,43.0,,102.764,-5.551,,,,35.0,,6.65,,MW
910721,,1925,10,23,1,47,32.0,,114.128,-11.127,,,,15.0,,6.18,,MW
910726,,1925,10,30,14,41,46.0,,160.708,-9.824,,,,15.0,,6.38,,MW
910733,,1925,11,10,13,50,35.0,,130.803,-0.585,,,,15.0,,7.27,,MW
910789,,1925,12,29,16,4,19.0,,120.268,-1.453,,,,25.0,,6.45,,MW
909720,,1926,1,25,0,36,25.0,,159.281,-10.059,,,,15.0,,7.48,,MW
909755,,1926,3,4,9,30,57.0,,127.699,4.759,,,,15.0,,6.57,,MW
909776,,1926,3,19,19,3,35.0,,128.69,-4.178,,,,35.0,,5.73,,MW
909784,,1926,3,22,18,29,9.0,,150.317,-6.964,,,,15.0,,6.28,,MW
909794,,1926,3,27,10,48,38.0,,157.462,-8.894,,,,15.0,,7.1,,MW
909807,,1926,4,8,10,20,33.0,,147.857,-3.585,,,,25.0,,6.3,,MW
909810,,1926,4,12,8,32,31.0,,161.623,-10.358,,,,15.0,,7.32,,MW
909835,,1926,5,11,12,1,31.0,,98.596,-4.93,,,,15.0,,5.86,,MW
909840,,1926,5,17,17,18,5.0,,159.889,-9.562,,,,15.0,,5.93,,MW
909879,,1926,6,19,11,22,39.0,,149.048,-6.058,,,,35.0,,6.04,,MW
909897,,1926,6,28,3,23,27.0,,101.419,0.059,,,,15.0,,6.58,,MW
909898,,1926,6,28,6,15,49.0,,100.025,-0.613,,,,35.0,,6.4,,MW
909912,,1926,7,1,14,9,1.0,,101.305,-3.019,,,,25.0,,6.68,,MW
909927,,1926,7,10,1,17,7.0,,128.984,-3.65,,,,35.0,,5.96,,MW
909928,,1926,7,10,10,51,11.0,,126.035,0.585,,,,15.0,,6.63,,MW
909944,,1926,7,16,2,4,47.0,,146.539,-6.224,,,,35.0,,6.36,,MW
909953,,1926,7,25,4,52,59.0,,144.29,-50.62,,,,10.0,,6.23,,MW
909968,,1926,8,3,10,32,7.0,,126.3,-2.707,,,,15.0,,6.71,,MW
909969,,1926,8,3,19,41,22.0,,97.863,0.368,,,,35.0,,5.97,,MW
910067,,1926,8,19,13,51,32.0,,147.331,-4.372,,,,15.0,,6.29,,MW
910089,,1926,9,6,15,9,58.0,,165.67,-12.036,,,,15.0,,6.16,,MW
910090,,1926,9,7,12,23,3.0,,145.659,-5.42,,,,35.0,,6.65,,MW
910100,,1926,9,10,10,34,28.0,,110.63,-9.169,,,,35.0,,7.1,,MW
910105,,1926,9,15,11,29,54.0,,140.397,-4.506,,,,35.0,,6.04,,MW
910106,,1926,9,15,11,55,23.0,,141.371,-3.277,,,,35.0,,6.13,,MW
910108,,1926,9,17,1,45,51.0,,158.514,-9.806,,,,15.0,,6.01,,MW
910109,,1926,9,17,2,54,10.0,,155.322,-9.933,,,,15.0,,6.31,,MW
910121,,1926,9,23,18,31,59.0,,96.347,2.619,,,,35.0,,5.77,,MW
910126,,1926,9,28,15,55,14.0,,120.939,-8.093,,,,15.0,,5.83,,MW
910129,,1926,9,29,3,58,59.0,,143.257,2.765,,,,15.0,,5.77,,MW
910139,,1926,10,3,19,38,3.0,,159.493,-50.291,,,,10.0,,7.47,,MW
910190,,1926,10,26,1,59,17.0,,133.133,-3.1,,,,15.0,,5.9,,MW
910191,,1926,10,26,3,44,45.0,,139.239,-2.885,,,,35.0,,7.56,,MW
910195,,1926,10,26,23,43,34.0,,137.73,-3.039,,,,35.0,,5.9,,MW
910197,,1926,10,27,9,21,47.0,,141.763,-1.664,,,,35.0,,5.64,,MW
910200,,1926,10,27,19,57,17.0,,140.26,-3.185,,,,35.0,,5.79,,MW
910201,,1926,10,28,1,0,38.0,,140.936,-1.976,,,,15.0,,6.02,,MW
910203,,1926,10,29,0,2,41.0,,142.076,-0.83,,,,35.0,,6.3,,MW
910215,,1926,11,2,16,4,8.0,,133.264,-3.746,,,,15.0,,5.86,,MW
910228,,1926,11,7,16,1,46.0,,144.441,-0.079,,,,15.0,,5.93,,MW
910281,,1926,12,14,17,10,34.0,,120.612,-12.651,,,,15.0,,6.23,,MW
910301,,1926,12,25,6,43,25.0,,142.683,-4.928,,,,35.0,,6.39,,MW
909080,,1927,2,1,17,56,35.0,,155.123,-6.615,,,,35.0,,6.67,,MW
909103,,1927,2,18,22,56,22.0,,125.924,4.788,,,,35.0,,5.96,,MW
909108,,1927,2,21,12,25,11.0,,121.893,-0.801,,,,35.0,,6.01,,MW
909124,,1927,3,3,1,5,10.0,,122.012,-6.668,,,,15.0,,7.02,,MW
909160,,1927,3,22,7,31,45.0,,118.459,-21.558,,,,15.0,,5.96,,MW
909232,,1927,5,2,12,34,19.0,,153.124,-4.386,,,,35.0,,5.91,,MW
909234,,1927,5,3,13,40,57.0,,151.064,-6.061,,,,35.0,,6.1,,MW
909239,,1927,5,10,6,3,54.0,,99.357,-1.903,,,,25.0,,5.81,,MW
909244,,1927,5,11,1,18,59.0,,145.673,-0.476,,,,35.0,,5.95,,MW
909248,,1927,5,13,23,9,18.0,,143.235,-2.804,,,,35.0,,6.21,,MW
909316,,1927,6,3,7,12,7.0,,130.561,-6.763,,,,35.0,,7.49,,MW
909338,,1927,6,14,17,16,58.0,,140.162,-50.627,,,,10.0,,6.41,,MW
909376,,1927,7,10,4,0,10.0,,164.611,-15.584,,,,15.0,,5.78,,MW
909426,,1927,8,4,15,47,55.0,,123.0,-1.404,,,,25.0,,6.22,,MW
909439,,1927,8,8,18,43,55.0,,118.382,1.758,,,,35.0,,5.69,,MW
909442,,1927,8,10,11,36,12.0,,131.737,-0.599,,,,15.0,,7.05,,MW
909476,,1927,8,25,16,52,40.0,,125.768,3.218,,,,15.0,,5.62,,MW
909495,,1927,9,7,19,57,11.0,,146.345,-54.981,,,,10.0,,6.14,,MW
909497,,1927,9,8,17,10,48.0,,150.003,-6.548,,,,15.0,,5.99,,MW
909499,,1927,9,8,23,22,48.0,,107.351,-8.126,,,,35.0,,5.77,,MW
909520,,1927,9,17,0,45,19.0,,134.714,-2.827,,,,35.0,,5.79,,MW
909525,,1927,9,19,8,30,29.0,,150.337,-5.698,,,,35.0,,6.02,,MW
909590,,1927,10,27,7,31,34.0,,127.158,-15.28,,,,15.0,,5.75,,MW
909602,,1927,11,2,21,6,16.0,,103.964,-5.827,,,,35.0,,6.0,,MW
909616,,1927,11,9,1,5,8.0,,146.98,-3.452,,,,35.0,,5.91,,MW
909632,,1927,11,17,13,45,27.0,,139.637,-3.838,,,,35.0,,5.66,,MW
909645,,1927,11,20,17,14,48.0,,120.307,1.356,,,,15.0,,5.49,,MW
909657,,1927,12,1,4,37,24.0,,120.751,-0.881,,,,20.0,,6.21,,MW
909672,,1927,12,11,17,25,37.0,,124.542,-1.444,,,,35.0,,6.08,,MW
909677,,1927,12,15,16,12,8.0,,138.247,-2.021,,,,35.0,,5.75,,MW
909697,,1927,12,31,23,13,32.0,,140.555,-49.462,,,,10.0,,5.98,,MW
908473,,1928,1,26,21,51,32.0,,95.903,-4.969,,,,15.0,,6.35,,MW
908480,,1928,2,4,6,8,36.0,,146.225,-3.825,,,,35.0,,6.38,,MW
908495,,1928,2,13,16,35,3.0,,123.846,-8.295,,,,15.0,,5.81,,MW
908527,,1928,3,9,10,53,30.0,,128.042,3.951,,,,35.0,,5.91,,MW
908536,,1928,3,13,18,31,52.0,,153.417,-5.038,,,,75.0,,6.54,,MW
908560,,1928,3,26,5,26,25.0,,125.355,1.019,,,,35.0,,6.26,,MW
908567,,1928,3,27,14,37,29.0,,113.718,-9.751,,,,35.0,,5.86,,MW
908688,,1928,5,22,13,23,6.0,,127.685,-8.931,,,,15.0,,5.62,,MW
908748,,1928,6,18,12,59,15.0,,125.384,-8.824,,,,35.0,,5.8,,MW
908750,,1928,6,18,21,56,43.0,,129.176,2.121,,,,15.0,,5.74,,MW
908761,,1928,6,29,19,39,52.0,,127.133,4.351,,,,25.0,,5.97,,MW
908780,,1928,7,9,21,23,33.0,,160.418,-9.888,,,,15.0,,6.66,,MW
908797,,1928,7,21,2,40,7.0,,120.118,-3.987,,,,35.0,,5.75,,MW
908799,,1928,7,23,7,41,6.0,,163.236,-49.74,,,,10.0,,6.02,,MW
908800,,1928,7,26,12,15,13.0,,119.149,-9.77,,,,35.0,,5.69,,MW
908827,,1928,8,12,8,8,41.0,,126.962,1.908,,,,15.0,,6.12,,MW
908866,,1928,8,28,8,24,0.0,,147.041,-6.634,,,,15.0,,5.79,,MW
908888,,1928,9,13,3,26,27.0,,126.011,1.927,,,,35.0,,6.41,,MW
908904,,1928,9,22,7,31,29.0,,165.87,-12.643,,,,15.0,,6.94,,MW
908909,,1928,9,24,9,12,33.0,,125.423,0.206,,,,35.0,,5.58,,MW
908921,,1928,10,9,14,37,5.0,,164.145,-15.837,,,,15.0,,5.62,,MW
908930,,1928,10,15,8,31,0.0,,150.671,-3.686,,,,15.0,,6.25,,MW
908941,,1928,10,21,16,16,46.0,,137.625,-3.685,,,,35.0,,6.07,,MW
908959,,1928,11,9,11,3,12.0,,154.134,-6.298,,,,15.0,,5.71,,MW
908963,,1928,11,15,2,32,31.0,,132.262,1.785,,,,35.0,,5.69,,MW
908980,,1928,11,28,10,43,12.0,,120.666,-8.7,,,,20.0,,6.74,,MW
908999,,1928,12,7,9,14,6.0,,133.84,-4.133,,,,15.0,,6.62,,MW
909005,,1928,12,9,5,5,30.0,,157.823,-9.065,,,,15.0,,6.2,,MW
909007,,1928,12,10,4,33,46.0,,97.736,2.634,,,,35.0,,5.88,,MW
907852,,1929,1,11,13,37,19.0,,155.504,-4.864,,,,15.0,,5.79,,MW
907866,,1929,1,20,14,54,16.0,,128.312,1.236,,,,35.0,,5.96,,MW
907868,,1929,1,21,4,55,37.0,,139.935,-51.335,,,,10.0,,6.13,,MW
907885,,1929,2,2,14,42,10.0,,133.242,-3.235,,,,15.0,,5.91,,MW
907919,,1929,2,28,0,13,0.0,,123.427,0.891,,,,35.0,,5.55,,MW
907932,,1929,3,7,11,6,34.0,,102.572,-6.487,,,,25.0,,5.77,,MW
907952,,1929,3,18,1,43,12.0,,138.958,-1.723,,,,15.0,,5.72,,MW
907961,,1929,3,23,19,59,47.0,,130.009,-0.391,,,,15.0,,6.04,,MW
907987,,1929,3,31,5,24,53.0,,144.264,-2.506,,,,35.0,,6.07,,MW
908062,,1929,5,6,5,8,47.0,,132.262,-5.278,,,,35.0,,6.17,,MW
908065,,1929,5,7,16,35,20.0,,136.397,-2.58,,,,25.0,,6.51,,MW
908100,,1929,5,26,8,42,28.0,,128.673,-3.435,,,,15.0,,6.0,,MW
908122,,1929,6,6,15,43,29.0,,140.341,-1.736,,,,15.0,,5.94,,MW
908158,,1929,6,20,18,22,33.0,,112.944,-8.896,,,,35.0,,5.84,,MW
908182,,1929,7,3,17,53,27.0,,154.596,-5.089,,,,15.0,,5.85,,MW
908227,,1929,7,23,14,45,37.0,,128.19,4.498,,,,15.0,,5.68,,MW
908304,,1929,9,9,3,28,26.0,,98.546,1.874,,,,15.0,,5.65,,MW
908385,,1929,11,13,0,34,26.0,,125.302,2.675,,,,15.0,,6.07,,MW
908388,,1929,11,14,20,43,28.0,,121.945,-1.145,,,,35.0,,5.61,,MW
908400,,1929,11,23,0,1,50.0,,137.146,-4.585,,,,35.0,,6.35,,MW
908401,,1929,12,3,7,35,21.0,,135.573,-3.244,,,,35.0,,5.95,,MW
908418,,1929,12,16,11,25,44.0,,151.811,-4.437,,,,35.0,,6.23,,MW
908422,,1929,12,17,21,27,12.0,,163.374,-5.857,,,,15.0,,6.05,,MW
908432,,1929,12,27,13,32,7.0,,124.86,-1.775,,,,35.0,,5.64,,MW
908434,,1929,12,28,11,28,37.0,,143.586,-54.692,,,,10.0,,6.13,,MW
907218,,1930,2,7,16,34,22.0,,98.975,-2.754,,,,15.0,,5.78,,MW
907236,,1930,2,24,20,50,30.0,,121.814,-0.489,,,,35.0,,5.89,,MW
907275,,1930,3,15,3,56,38.0,,127.207,2.817,,,,35.0,,5.69,,MW
907276,,1930,3,15,6,54,50.0,,105.861,-9.122,,,,15.0,,5.85,,MW
907286,,1930,3,26,7,12,7.0,,125.793,-7.765,,,,10.0,,6.88,,MW
907303,,1930,4,2,4,14,28.0,,125.589,3.779,,,,15.0,,5.74,,MW
907304,,1930,4,2,19,54,50.0,,127.083,4.398,,,,35.0,,5.84,,MW
907308,,1930,4,4,9,25,0.0,,159.812,-10.153,,,,15.0,,5.87,,MW
907316,,1930,4,15,10,31,52.0,,132.181,-3.3,,,,15.0,,5.83,,MW
907337,,1930,4,27,9,56,33.0,,106.46,-7.807,,,,35.0,,5.68,,MW
907367,,1930,5,8,12,47,16.0,,116.845,-8.013,,,,15.0,,5.77,,MW
907377,,1930,5,9,23,45,48.0,,117.945,-9.877,,,,35.0,,5.55,,MW
907411,,1930,5,20,7,43,7.0,,146.266,-3.393,,,,35.0,,6.01,,MW
907442,,1930,6,11,0,49,47.0,,149.164,-6.306,,,,35.0,,6.95,,MW
907457,,1930,6,19,13,7,28.0,,105.331,-5.631,,,,35.0,,6.14,,MW
907458,,1930,6,19,13,27,3.0,,104.598,-6.656,,,,15.0,,6.1,,MW
907462,,1930,6,23,19,34,33.0,,147.584,-6.451,,,,35.0,,6.08,,MW
907562,,1930,8,24,9,8,37.0,,157.57,-8.173,,,,15.0,,6.04,,MW
907625,,1930,9,30,21,20,50.0,,145.632,-4.423,,,,15.0,,6.58,,MW
907630,,1930,10,3,18,8,57.0,,135.331,0.231,,,,15.0,,5.65,,MW
907660,,1930,10,22,18,6,7.0,,151.614,-5.785,,,,35.0,,5.97,,MW
907729,,1930,11,9,19,8,39.0,,132.42,-0.358,,,,25.0,,6.96,,MW
907732,,1930,11,10,13,44,14.0,,138.769,-2.364,,,,30.0,,6.61,,MW
907739,,1930,11,17,12,3,34.0,,152.648,-2.15,,,,35.0,,6.29,,MW
907831,,1930,12,23,21,35,31.0,,144.218,-1.2,,,,15.0,,5.99,,MW
906567,,1931,1,15,22,43,8.0,,143.402,-2.689,,,,15.0,,6.42,,MW
