SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Southeastern Basins,ZN5,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,8.0,7.8,8.2,8040.234,11299.35,5700.351,1.083,1.142,1.024,-99.0,-99.0,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2017.537,-999.0,-999.0,-999.0,134.77,15.0,Extended,Non_cratonic,5,NSHA18CAT_V0.1_hmtk_declustered.csv
Northwest Australia,ZN6a,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,5113.215,6133.231,4239.286,0.943,0.978,0.909,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.537,-999.0,-999.0,-999.0,59.27,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Northern Territory,ZN1a,area,1.0,1.0,1.1858,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,1819.68,2067.703,1577.144,0.943,0.978,0.909,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.537,-999.0,-999.0,-999.0,28.18,31.24,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Flinders Ranges,ZN2a,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,55293.87,72866.74,41876.35,1.272,1.32,1.225,-99.0,-99.0,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.537,-999.0,-999.0,-999.0,102.08,15.0,Non_cratonic,Non_cratonic,2,NSHA18CAT_V0.1_hmtk_declustered.csv
Southern South Australia,ZN1b,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,13809.07,17352.83,10902.48,1.272,1.32,1.225,-99.0,-99.0,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2017.537,-999.0,-999.0,-999.0,99.75,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
South-Central Australia,ZN3a,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,914.959,1086.244,749.8539,0.954,1.002,0.905,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.537,-999.0,-999.0,-999.0,91.88,15.0,Cratonic,Cratonic,3,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Australia,ZN8b,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,6149.311,7420.325,5076.85,0.943,0.978,0.909,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.537,-999.0,-999.0,-999.0,88.61,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Eastern Australia Inner Zone,ZN4a,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,12542.43,14870.38,10490.01,1.238,1.278,1.199,-99.0,-99.0,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.537,-999.0,-999.0,-999.0,84.7,22.48,Non_cratonic,Non_cratonic,4,NSHA18CAT_V0.1_hmtk_declustered.csv
Eastern Australia,ZN4b,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,85556.42,107754.3,67847.71,1.238,1.278,1.199,-99.0,-99.0,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2017.537,-999.0,-999.0,-999.0,61.01,35.23,Non_cratonic,Non_cratonic,4,NSHA18CAT_V0.1_hmtk_declustered.csv
Central Australia,ZN3b,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,6438.83,8578.621,4814.042,0.954,1.002,0.905,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2017.537,-999.0,-999.0,-999.0,63.69,22.11,Cratonic,Cratonic,3,NSHA18CAT_V0.1_hmtk_declustered.csv
